,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
27215,32.0,4.9,windy,low,1,buffet,motorcycle,0.0,no,metropolitian,23,0,15.0,night,12.236790662986138,long
27217,20.0,4.8,stormy,low,0,drinks,motorcycle,1.0,no,urban,18,0,15.0,night,13.580373876280879,long
27219,22.0,4.9,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,39,0,15.0,evening,10.868262820109699,long
27220,23.0,4.7,fog,medium,2,meal,motorcycle,1.0,no,metropolitian,19,0,10.0,evening,7.601681384871197,medium
27222,33.0,4.1,cloudy,jam,2,snack,scooter,2.0,no,metropolitian,49,0,15.0,evening,16.851875921653388,very_long
27223,28.0,4.8,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,45,0,5.0,evening,20.853653606522474,very_long
27224,24.0,4.9,sunny,high,2,drinks,scooter,0.0,no,metropolitian,10,1,15.0,morning,3.01871690507141,short
27227,34.0,4.2,cloudy,jam,1,drinks,scooter,2.0,no,metropolitian,40,0,10.0,evening,19.36338289365832,very_long
27228,23.0,4.7,stormy,jam,1,buffet,motorcycle,1.0,no,metropolitian,20,0,10.0,night,16.411917547961444,very_long
27229,38.0,4.7,sandstorms,low,2,buffet,motorcycle,1.0,no,metropolitian,28,1,15.0,morning,3.0408160982095778,short
27232,35.0,4.7,sandstorms,jam,0,drinks,motorcycle,1.0,yes,metropolitian,46,0,5.0,evening,4.65694538594946,short
27233,28.0,5.0,cloudy,low,0,snack,motorcycle,0.0,no,metropolitian,22,0,15.0,night,4.5967456266495255,short
27234,20.0,4.6,fog,low,2,buffet,scooter,1.0,no,metropolitian,23,1,5.0,night,12.098761963862449,long
27235,39.0,4.8,cloudy,jam,1,snack,motorcycle,1.0,yes,metropolitian,41,0,10.0,evening,12.24085827411391,long
27236,33.0,4.7,sunny,low,1,meal,motorcycle,1.0,no,metropolitian,12,0,15.0,morning,1.5442061415007085,short
27237,22.0,4.5,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,23,1,10.0,evening,4.528289130580048,short
27238,35.0,4.9,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,26,0,15.0,night,7.546670729116101,medium
27239,25.0,4.7,windy,jam,2,snack,scooter,1.0,no,metropolitian,17,0,5.0,evening,19.47107785123484,very_long
27240,21.0,4.0,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,0,15.0,night,13.61117180523985,long
27241,28.0,4.5,fog,high,2,buffet,scooter,1.0,no,metropolitian,21,0,15.0,afternoon,6.14663364596065,medium
27243,23.0,4.8,sunny,low,2,buffet,electric_scooter,1.0,no,urban,19,0,15.0,morning,3.0295617213530037,short
27244,31.0,3.5,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,35,0,15.0,night,13.583460272389505,long
27245,23.0,4.7,windy,jam,2,snack,scooter,1.0,no,metropolitian,29,0,10.0,evening,10.587023705098991,long
27246,24.0,4.5,stormy,low,2,meal,scooter,1.0,no,metropolitian,19,0,10.0,night,19.91059239709516,very_long
27247,24.0,5.0,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,22,0,10.0,night,17.077821017427635,very_long
27248,25.0,4.7,fog,low,2,meal,scooter,1.0,no,metropolitian,25,0,15.0,night,10.707860128480874,long
27249,27.0,4.9,sandstorms,low,0,drinks,motorcycle,0.0,no,urban,16,1,5.0,night,12.11684826095673,long
27251,26.0,4.8,sunny,low,2,drinks,electric_scooter,1.0,no,metropolitian,15,0,5.0,morning,3.109059104393369,short
27252,21.0,5.0,windy,medium,2,drinks,scooter,1.0,no,metropolitian,20,1,10.0,evening,7.658776111980611,medium
27253,21.0,4.7,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,36,0,15.0,night,10.565032566504131,long
27255,23.0,4.2,fog,high,1,drinks,scooter,1.0,no,metropolitian,33,0,15.0,afternoon,6.147160558529004,medium
27256,24.0,4.9,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,23,1,15.0,night,4.395530071409622,short
27257,37.0,4.6,fog,jam,1,snack,motorcycle,1.0,yes,metropolitian,47,1,5.0,night,20.253058591951756,very_long
27258,24.0,4.9,windy,low,1,meal,motorcycle,1.0,no,metropolitian,12,0,10.0,night,12.074224380435524,long
27259,23.0,4.9,sunny,jam,1,buffet,scooter,0.0,no,metropolitian,17,0,10.0,night,7.6461047483215205,medium
27260,38.0,4.9,windy,low,1,buffet,scooter,1.0,no,metropolitian,20,0,5.0,morning,3.1161470193369545,short
27261,33.0,4.9,windy,high,2,buffet,motorcycle,1.0,no,metropolitian,33,0,15.0,afternoon,6.210030477135088,medium
27262,30.0,4.7,stormy,medium,1,drinks,scooter,1.0,no,metropolitian,25,0,5.0,evening,12.162424445777306,long
27263,36.0,4.9,windy,jam,0,meal,motorcycle,3.0,no,metropolitian,52,0,10.0,evening,13.18466274082461,long
27264,35.0,4.7,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,29,0,5.0,evening,10.757108800258132,long
27265,26.0,5.0,fog,high,1,buffet,motorcycle,1.0,no,metropolitian,33,0,15.0,morning,5.958847028253639,medium
27266,38.0,4.7,sandstorms,jam,0,buffet,motorcycle,1.0,yes,metropolitian,45,0,15.0,night,4.494246018081997,short
27267,33.0,4.8,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,24,1,10.0,evening,17.164824725882017,very_long
27268,24.0,4.9,sunny,low,1,snack,scooter,1.0,no,urban,29,0,5.0,night,19.974200402690443,very_long
27269,30.0,4.7,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,28,0,15.0,night,7.545174704993206,medium
27270,38.0,4.9,stormy,jam,1,buffet,motorcycle,1.0,no,metropolitian,30,0,10.0,evening,9.076358225887674,medium
27271,35.0,4.5,windy,jam,1,meal,motorcycle,1.0,no,urban,29,1,5.0,night,7.447061074885405,medium
27272,37.0,4.7,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,21,0,10.0,night,16.90290152749197,very_long
27273,37.0,4.8,sandstorms,jam,1,meal,scooter,1.0,no,urban,31,0,15.0,evening,8.940167719841355,medium
27274,37.0,4.7,fog,medium,2,buffet,scooter,0.0,no,urban,15,0,10.0,afternoon,6.058853851669116,medium
27275,26.0,4.6,fog,jam,1,snack,scooter,1.0,no,metropolitian,43,1,10.0,evening,13.68092007746041,long
27276,32.0,4.6,fog,low,0,snack,motorcycle,2.0,no,metropolitian,36,1,5.0,night,13.68148555689137,long
27277,24.0,4.8,fog,medium,2,drinks,scooter,1.0,no,metropolitian,13,1,5.0,evening,4.560740459631507,short
27278,26.0,5.0,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,39,0,15.0,evening,19.043182177181123,very_long
27279,29.0,4.7,cloudy,high,2,snack,scooter,1.0,no,metropolitian,33,1,10.0,morning,1.5524064590051572,short
27280,28.0,4.6,stormy,medium,2,snack,scooter,1.0,no,urban,18,1,10.0,afternoon,10.880951367269885,long
27281,32.0,4.5,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,39,0,10.0,afternoon,20.253058591951756,very_long
27282,36.0,4.9,stormy,low,0,buffet,motorcycle,1.0,no,urban,26,1,5.0,night,10.806772793809738,long
27283,32.0,4.8,sunny,jam,0,buffet,motorcycle,1.0,no,urban,26,1,15.0,evening,12.074255310176673,long
27284,34.0,5.0,stormy,high,0,buffet,motorcycle,2.0,no,metropolitian,37,0,5.0,morning,1.4981517843346028,short
27285,31.0,4.9,fog,medium,2,buffet,scooter,1.0,no,urban,18,1,10.0,evening,4.5611524272563715,short
27286,28.0,4.5,fog,medium,1,buffet,motorcycle,0.0,no,metropolitian,14,0,15.0,evening,9.055981117924203,medium
27287,33.0,4.7,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,48,1,5.0,night,9.055476933500602,medium
27288,24.0,4.6,stormy,jam,1,snack,motorcycle,1.0,no,metropolitian,25,0,5.0,evening,13.766116995711348,long
27289,32.0,3.7,sandstorms,jam,2,buffet,motorcycle,0.0,no,metropolitian,44,0,15.0,evening,19.68841340777118,very_long
27290,38.0,4.8,fog,jam,2,buffet,scooter,1.0,no,metropolitian,37,0,5.0,night,10.602467987619507,long
27292,37.0,4.7,windy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,33,0,5.0,afternoon,6.050103074349793,medium
27293,31.0,4.7,cloudy,medium,1,meal,scooter,0.0,no,metropolitian,17,0,10.0,evening,4.6104717430464985,short
27295,26.0,4.7,cloudy,jam,2,drinks,scooter,0.0,no,metropolitian,34,0,15.0,evening,12.256046315965444,long
27296,34.0,5.0,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,51,0,15.0,evening,19.37374583495492,very_long
27297,33.0,5.0,fog,medium,2,buffet,motorcycle,1.0,no,metropolitian,18,1,10.0,evening,7.562491288861812,medium
27298,29.0,4.7,cloudy,low,1,snack,scooter,1.0,no,urban,14,1,10.0,night,7.683782781592616,medium
27299,25.0,4.4,fog,medium,1,snack,motorcycle,2.0,no,metropolitian,34,1,15.0,afternoon,10.684082824870671,long
27300,29.0,4.5,sunny,jam,2,buffet,electric_scooter,0.0,no,urban,13,0,10.0,evening,10.88036428627722,long
27301,30.0,4.6,sunny,high,0,snack,motorcycle,1.0,no,metropolitian,28,1,10.0,morning,6.21086415606354,medium
27303,32.0,4.5,windy,medium,2,meal,electric_scooter,0.0,no,metropolitian,26,0,10.0,afternoon,6.036610249816451,medium
27304,35.0,4.8,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,25,0,15.0,night,19.975696041451314,very_long
27305,26.0,4.8,stormy,high,1,drinks,scooter,0.0,no,urban,24,1,5.0,afternoon,6.050084991996258,medium
27306,20.0,4.5,fog,low,0,drinks,motorcycle,1.0,no,urban,23,1,15.0,morning,3.059460076834105,short
27307,24.0,4.6,windy,jam,0,meal,motorcycle,1.0,no,urban,34,0,10.0,evening,16.601433047701192,very_long
27309,21.0,4.9,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,19,0,15.0,morning,3.105268883133742,short
27311,33.0,4.8,stormy,low,2,buffet,electric_scooter,1.0,no,metropolitian,17,1,5.0,night,13.40647565433019,long
27312,30.0,4.1,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,0,10.0,afternoon,6.210061176100266,medium
27313,23.0,4.6,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,38,1,10.0,evening,16.72141633133003,very_long
27314,35.0,3.5,windy,jam,2,meal,scooter,2.0,no,metropolitian,44,1,15.0,night,19.976027554946448,very_long
27315,34.0,5.0,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,40,0,5.0,evening,13.766116995711348,long
27317,35.0,4.0,fog,medium,1,buffet,scooter,0.0,no,metropolitian,31,0,10.0,evening,13.828140500409722,long
27320,32.0,4.4,windy,jam,1,drinks,scooter,1.0,no,urban,31,0,15.0,night,12.419649807727563,long
27321,35.0,4.8,windy,low,2,drinks,scooter,1.0,no,metropolitian,29,0,5.0,morning,1.5203013368536653,short
27322,20.0,4.9,sunny,jam,2,snack,scooter,1.0,no,metropolitian,21,0,10.0,evening,12.241181140730713,long
27323,31.0,4.4,fog,low,0,snack,motorcycle,0.0,no,urban,36,0,10.0,night,13.680908173877386,long
27324,20.0,4.7,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,13,0,5.0,morning,1.5369139896079702,short
27325,29.0,5.0,windy,jam,2,buffet,scooter,1.0,no,metropolitian,17,0,10.0,night,10.60245939514964,long
27326,27.0,4.7,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,30,1,15.0,evening,10.703215446671857,long
27329,22.0,4.1,fog,jam,2,snack,motorcycle,1.0,no,metropolitian,34,0,5.0,evening,7.761780026108867,medium
27330,28.0,4.9,windy,high,2,snack,motorcycle,0.0,no,urban,13,0,10.0,afternoon,6.050486021641428,medium
27331,37.0,4.8,sandstorms,high,1,drinks,scooter,1.0,no,metropolitian,33,0,10.0,morning,1.536828545242727,short
27332,36.0,4.4,cloudy,high,2,meal,scooter,1.0,no,metropolitian,31,1,10.0,afternoon,6.147194518583352,medium
27333,39.0,5.0,cloudy,low,2,snack,electric_scooter,0.0,no,metropolitian,18,1,5.0,morning,1.5147941817694572,short
27335,27.0,5.0,stormy,low,2,drinks,scooter,0.0,no,urban,13,0,10.0,night,9.314965469327513,medium
27336,26.0,4.8,fog,high,0,meal,motorcycle,0.0,no,urban,25,0,10.0,morning,3.1161407812915183,short
27337,23.0,4.7,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,29,0,10.0,evening,12.256927745913815,long
27338,36.0,4.3,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,0,5.0,evening,13.68204452608078,long
27339,22.0,5.0,fog,low,0,buffet,motorcycle,0.0,no,metropolitian,20,0,15.0,morning,2.979521049499924,short
27340,33.0,4.8,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,22,1,15.0,night,12.257490517738452,long
27341,39.0,4.6,fog,low,1,snack,motorcycle,1.0,no,metropolitian,18,0,15.0,night,4.663432201620595,short
27342,23.0,4.8,cloudy,low,1,buffet,scooter,1.0,no,urban,10,1,5.0,night,4.469620875558295,short
27344,20.0,4.7,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,23,0,15.0,night,19.762388480864143,very_long
27345,34.0,3.0,sunny,low,0,snack,motorcycle,0.0,no,metropolitian,32,0,15.0,night,13.971968544834215,long
27346,32.0,5.0,windy,high,2,buffet,scooter,1.0,no,metropolitian,27,0,10.0,afternoon,6.218305855614172,medium
27348,25.0,4.6,sunny,jam,2,meal,motorcycle,0.0,no,urban,11,0,10.0,night,9.314965469327513,medium
27349,37.0,4.6,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,26,0,10.0,evening,19.36321160672078,very_long
27350,34.0,3.7,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,31,0,10.0,night,16.818368923732613,very_long
27351,33.0,4.9,sunny,low,1,meal,scooter,0.0,no,metropolitian,16,0,15.0,morning,3.025344768407918,short
27352,23.0,4.5,stormy,low,1,drinks,motorcycle,0.0,no,urban,11,0,10.0,night,9.192881349038213,medium
27353,39.0,4.7,fog,low,1,drinks,scooter,0.0,no,urban,18,0,15.0,night,9.220397882984718,medium
27355,26.0,4.1,cloudy,medium,2,meal,motorcycle,1.0,no,metropolitian,38,0,5.0,evening,17.076725433736605,very_long
27357,29.0,4.5,sandstorms,medium,0,snack,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,13.583440059634135,long
27358,27.0,4.6,sandstorms,jam,1,drinks,motorcycle,0.0,no,urban,20,0,15.0,evening,4.657671710224878,short
27359,25.0,4.9,sunny,low,2,snack,motorcycle,0.0,no,metropolitian,20,0,15.0,night,4.663439017652667,short
27360,21.0,5.0,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,24,1,5.0,afternoon,6.210060323088704,medium
27361,34.0,4.5,fog,medium,2,snack,scooter,0.0,no,metropolitian,17,0,5.0,afternoon,6.1766084827181205,medium
27362,20.0,4.6,windy,jam,1,snack,scooter,1.0,no,metropolitian,28,0,15.0,evening,20.968415504249993,very_long
27364,22.0,4.6,windy,high,2,snack,electric_scooter,1.0,no,metropolitian,17,0,15.0,morning,3.1089998000385433,short
27365,37.0,5.0,windy,high,1,buffet,motorcycle,1.0,no,metropolitian,29,1,15.0,morning,3.0600204990367312,short
27366,29.0,4.0,stormy,jam,0,meal,motorcycle,1.0,no,urban,39,0,10.0,night,13.82977049957229,long
27367,21.0,4.9,windy,jam,1,buffet,scooter,1.0,no,metropolitian,29,0,15.0,evening,13.612451541411557,long
27368,20.0,4.7,sunny,jam,0,drinks,motorcycle,1.0,no,urban,30,1,15.0,evening,20.20729968887068,very_long
27369,29.0,4.5,cloudy,low,0,meal,motorcycle,0.0,no,metropolitian,21,0,15.0,night,4.471739409979227,short
27370,39.0,4.8,windy,medium,2,drinks,scooter,0.0,no,metropolitian,23,0,10.0,evening,10.562878909252845,long
27371,34.0,4.6,cloudy,low,1,snack,motorcycle,1.0,no,metropolitian,17,0,5.0,morning,3.064427093024872,short
27372,24.0,4.9,stormy,medium,0,drinks,motorcycle,0.0,no,urban,23,0,15.0,evening,12.072385194581402,long
27373,25.0,4.7,windy,high,0,drinks,motorcycle,1.0,no,metropolitian,22,0,5.0,morning,1.5263732188913395,short
27375,28.0,4.8,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,29,1,10.0,night,17.097925435353915,very_long
27376,22.0,4.3,windy,low,0,snack,motorcycle,0.0,no,metropolitian,28,0,15.0,night,4.544211841489953,short
27377,39.0,4.7,fog,jam,1,buffet,motorcycle,2.0,yes,metropolitian,42,0,15.0,evening,12.419848147906494,long
27378,37.0,4.9,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,19,0,15.0,night,7.449051156906713,medium
27379,35.0,4.8,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,21,0,10.0,morning,3.1162384958431986,short
27381,36.0,4.8,windy,low,2,meal,scooter,1.0,no,metropolitian,20,1,5.0,night,9.326651352175272,medium
27382,35.0,4.4,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,31,1,10.0,night,4.596877706640377,short
27383,33.0,4.8,stormy,low,2,snack,scooter,1.0,no,metropolitian,20,0,5.0,morning,2.976570182999729,short
27384,30.0,4.8,windy,low,0,drinks,motorcycle,1.0,no,urban,23,0,10.0,night,17.099225478912437,very_long
27386,28.0,4.5,sunny,jam,0,drinks,motorcycle,2.0,no,semi-urban,47,0,5.0,night,4.634551589453643,short
27387,28.0,4.7,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,26,0,15.0,afternoon,16.601408334261674,very_long
27390,27.0,4.9,cloudy,low,1,snack,scooter,0.0,no,metropolitian,27,0,5.0,night,10.64201906419996,long
27391,33.0,4.5,sunny,jam,1,snack,scooter,1.0,no,metropolitian,23,1,10.0,evening,7.448363764234237,medium
27392,26.0,4.8,windy,high,1,meal,scooter,1.0,no,urban,18,0,15.0,morning,2.996194246947018,short
27394,33.0,5.0,stormy,jam,2,meal,scooter,1.0,no,metropolitian,30,0,5.0,night,10.881197531246407,long
27395,37.0,4.1,fog,jam,1,meal,scooter,1.0,no,metropolitian,44,0,5.0,evening,10.427225702895106,long
27396,37.0,4.2,cloudy,jam,2,drinks,scooter,2.0,yes,metropolitian,47,1,5.0,evening,16.635223376953338,very_long
27397,38.0,4.5,cloudy,low,2,buffet,motorcycle,1.0,no,metropolitian,18,1,10.0,night,7.601874226722028,medium
27398,31.0,4.9,sunny,low,2,snack,scooter,1.0,no,urban,17,1,5.0,morning,1.5582406301371106,short
27401,26.0,4.2,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,29,0,5.0,morning,1.5581369822072066,short
27402,31.0,4.6,windy,medium,1,drinks,motorcycle,1.0,no,metropolitian,27,0,5.0,evening,9.060367241167752,medium
27403,27.0,4.2,fog,jam,2,snack,motorcycle,0.0,no,urban,32,0,10.0,evening,16.365721535926983,very_long
27404,29.0,4.9,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,11,0,10.0,night,9.12201685083382,medium
27405,33.0,4.7,stormy,low,0,meal,motorcycle,0.0,no,metropolitian,22,0,10.0,night,20.176709024393567,very_long
27406,20.0,4.0,fog,jam,1,meal,motorcycle,2.0,no,metropolitian,42,1,15.0,evening,10.586910515510665,long
27407,26.0,4.9,windy,jam,2,buffet,electric_scooter,0.0,no,metropolitian,13,0,15.0,night,4.537400479091801,short
27408,34.0,4.5,sandstorms,low,1,snack,motorcycle,0.0,no,urban,18,0,10.0,night,13.406088270680275,long
27409,29.0,4.6,sandstorms,low,2,meal,scooter,0.0,no,urban,13,0,15.0,night,12.099354574706966,long
27410,24.0,4.6,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,29,1,5.0,afternoon,17.16665964124969,very_long
27412,37.0,4.8,sandstorms,jam,1,meal,motorcycle,1.0,no,metropolitian,30,0,15.0,night,9.192770952683547,medium
27413,28.0,4.7,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,30,0,15.0,afternoon,19.39661829066159,very_long
27414,30.0,4.3,windy,jam,2,meal,motorcycle,0.0,no,metropolitian,35,0,10.0,evening,13.968842021961057,long
27415,23.0,4.8,windy,medium,2,buffet,motorcycle,0.0,no,metropolitian,23,1,15.0,evening,19.88336063154586,very_long
27416,28.0,5.0,stormy,jam,0,snack,motorcycle,0.0,no,urban,35,0,5.0,evening,7.5735237341835395,medium
27417,29.0,4.6,cloudy,low,2,meal,electric_scooter,1.0,no,metropolitian,28,0,15.0,night,13.788957415778517,long
27418,32.0,4.3,stormy,jam,2,buffet,motorcycle,1.0,no,urban,35,0,5.0,evening,13.788169484007305,long
27419,35.0,4.2,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,34,0,15.0,night,19.688565914789702,very_long
27420,24.0,5.0,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,28,1,15.0,evening,17.166408504644007,very_long
27421,31.0,4.7,windy,low,2,meal,scooter,0.0,no,metropolitian,29,0,10.0,night,10.428148593687968,long
27422,36.0,4.8,fog,low,1,snack,motorcycle,0.0,no,metropolitian,17,0,15.0,night,4.610035602260694,short
27423,25.0,4.6,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,22,0,10.0,evening,7.719540460983309,medium
27424,26.0,4.8,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,34,0,10.0,afternoon,10.723286946137813,long
27425,24.0,4.7,sandstorms,jam,0,buffet,motorcycle,1.0,no,urban,22,1,5.0,night,8.937788557678179,medium
27426,27.0,4.6,sunny,medium,2,snack,electric_scooter,1.0,no,urban,13,0,10.0,evening,4.610621612645187,short
27427,35.0,4.8,sunny,low,2,meal,electric_scooter,0.0,no,metropolitian,10,0,5.0,morning,1.4981846390601354,short
27428,26.0,5.0,windy,medium,1,buffet,motorcycle,1.0,no,urban,26,0,10.0,afternoon,20.851598740135785,very_long
27431,38.0,4.4,windy,high,0,meal,motorcycle,1.0,no,metropolitian,31,0,15.0,morning,6.127106344248052,medium
27432,24.0,4.3,cloudy,jam,1,meal,scooter,0.0,no,metropolitian,33,0,15.0,evening,7.660840811905797,medium
27433,28.0,5.0,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,20,0,15.0,evening,16.851875921653388,very_long
27435,23.0,4.7,fog,low,2,drinks,motorcycle,1.0,no,metropolitian,21,0,10.0,night,13.40635545530559,long
27437,38.0,4.9,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,23,0,15.0,evening,20.183799025948787,very_long
27438,31.0,4.7,windy,high,0,snack,motorcycle,3.0,yes,semi-urban,49,1,10.0,afternoon,6.050486021641428,medium
27439,39.0,3.5,fog,low,2,buffet,scooter,1.0,no,metropolitian,35,0,10.0,night,16.721288103917214,very_long
27440,28.0,4.6,fog,medium,0,buffet,motorcycle,1.0,yes,metropolitian,43,1,15.0,evening,10.565262855251525,long
27441,34.0,4.8,sandstorms,low,1,meal,scooter,1.0,no,metropolitian,25,0,15.0,night,12.100287598006089,long
27442,27.0,4.8,sandstorms,jam,2,drinks,motorcycle,1.0,no,metropolitian,23,0,15.0,night,14.021812013196106,long
27443,27.0,5.0,sunny,jam,1,buffet,scooter,1.0,no,metropolitian,15,0,5.0,night,12.421242442902571,long
27444,30.0,4.2,cloudy,jam,2,meal,motorcycle,0.0,no,metropolitian,32,0,5.0,night,4.6103798439313035,short
27445,35.0,4.4,fog,low,2,meal,scooter,0.0,no,urban,38,0,15.0,night,20.20634489518928,very_long
27446,23.0,4.7,stormy,low,0,snack,motorcycle,0.0,no,metropolitian,19,0,15.0,night,13.970122998261997,long
27447,24.0,4.8,sunny,jam,2,snack,motorcycle,1.0,no,metropolitian,17,1,15.0,night,7.683608397233649,medium
27448,27.0,5.0,sandstorms,low,2,buffet,electric_scooter,0.0,no,metropolitian,17,1,15.0,night,12.116886186590971,long
27449,36.0,4.7,sunny,medium,2,meal,motorcycle,1.0,no,metropolitian,21,0,5.0,afternoon,5.860576894909141,medium
27450,38.0,4.2,cloudy,jam,2,buffet,scooter,1.0,no,metropolitian,39,0,5.0,evening,7.5499494990043665,medium
